question_id,list of potential answerers
10340357,5084212,6641400,6183654,5438736,6535408,5237718,5980371,5157750,6043048,6874513,5644630,10101,4686258,6958763,6936235,5129854,6093874,689592,854592,5022089,6067883,6877900,6902418,6857418,6261219,6611143,6680943,6938378,6661261,1115497,5699212,6945556,6140007,6231473,5114639,6873536,6449211,6873432,6918604,6816271,6270614,6969756,5484280,6432628,6917793,5320884,5895617,6385622,6325068,6972844,6940602,5718565,6557971,6288000,6361836,6214136,6758130,5886797,5252731,6395090,4889042,5160877,5202636,6956577,6881247,5420693,5379586,105206,206635,146498,6073974,6953455,6970084,5976116,6486507,109663,1119393,5581545,6910285,6518954,6884720,5692628,6025102,6893615,6798053,6177780,5232892,6478279,6508626,4922544,6623348,6191961,6818860,6698918,6123561,6678020,6386891,6992859,6328484,6785255
10340881,5980371,5237718,5157750,689592,4686258,6043048,6874513,854592,5084212,5438736,6261219,6535408,10101,6067883,6877900,6183654,5699212,6093874,6902418,5320884,6231473,5129854,6611143,6641400,6270614,6680943,6773205,6432628,6758130,5252731,6486507,5581545,6385622,6918604,5022089,5114639,6910285,6140007,6073974,6969756,6325068,1115497,6361836,6698918,6288000,6449211,146498,6917793,5484280,5886797,6144778,105206,5843426,6395090,5420693,6214136,5202636,6162802,6816271,1119393,5718565,6619697,6402658,2035678,5895617,6963325,6881247,6929796,6992859,6850487,6933220,5232892,6597498,6892076,6898473,5037649,6884720,6913559,6857418,6785255,29826,6210363,5075,6901297,6832563,6328484,5692628,6970664,6940694,5314113,4889042,5857198,4460177,6947688,5295443,5866221,6678020,6870087,5222731,6998222
10344880,5237718,5438736,854592,6874513,5084212,6183654,689592,105206,6043048,5980371,6261219,6067883,5157750,10101,6877900,5699212,6535408,5129854,6093874,4686258,6231473,6641400,6611143,1115497,6270614,6816271,6971523,6758130,5484280,6214136,6969756,6902418,6140007,6395090,5320884,5252731,6910285,29826,6917793,45660,5420693,6449211,6385622,5202636,5843426,6680943,6929796,1119393,5895617,6698918,6162802,6325068,5314113,5691450,6073974,6361836,5857198,6917381,6970084,6402658,6288000,6947688,6913559,5718565,6918604,6913103,6168795,6933220,4720495,146498,67597,6619697,5692628,6652050,4922544,56170,6905648,6970664,5379586,5694812,5283107,5448260,5581545,6301038,6478279,6544459,5114639,6992845,6785255,57731,5866221,6627263,5751963,4460177,6857418,6328484,6998222,5295443,6177780,6474942
10350187,7002083,6917819,5980371,7010876,6963121,6677090,2035678,6889050,6202849,6901282,6773205,5022089,6906736,6911730,6497031,6857418,4686258,1783951,5114639,6945556,6678020,6969336,6932040,6879125,6596354,6973601,6967301,6992480,5895977,6623580,6881247,5157750,6462948,5222731,6922920,6487799,6791354,6572780,6043048,6992033,5300833,5237718,6919154,5699212,5845306,6198134,6573703,6912865,6529209,5863764,6752763,109663,5835810,6978227,5438736,6692601,6934459,6826367,6997342,6925686,6918604,6938122,6992368,5413326,7012034,6751868,6460337,6996864,6928715,6930350,6942585,7008356,6888907,5314574,6917924,6897860,6821895,6894878,6080755,6850487,6959484,6807686,6874513,6402658,6691781,6229170,6872648,6981880,6003852,6821685,6886507,6025102,6916652,5922998,6866459,6535021,6962002,6990384,6914985,5529034
10343109,6737755,5022089,6881247,6617266,6962002,6857418,6735245,6474942,6609844,6606150,6892076,5759047,5208263,6932352,6601685,6202849,109663,2035678,6923282,6910793,4686258,6901366,6943397,6900791,6920335,6945510,6923809,6221993,6914795,6319520,6496622,5157750,6874513,6999157,6258791,6942969,6909651,6852363,7002289,6897983,6955654,6799368,5237718,6849908,5980371,6899595,6906267,6976536,6930228,6934687,6885884,6917138,6942866,6264523,6921237,6796611,6993014,6882277,6985820,6995325,5958403,6929731,6910285,6995967,6773473,6934024,6914985,6952488,6957484,6915586,6989434,6910526,6936276,6487776,6726408,4972979,6932534,6880211,6969376,6883991,7007949,6946518,6830044,6932781,6043048,6918971,6773205,6889162,6003852,6918604,6486507,6992368,6884702,6080755,6859306,6965491,6798053,6192985,6469265,5314574
10340575,5980371,6773205,6183654,5084212,5438736,5237718,5157750,6043048,6535408,6641400,4686258,5022089,5114639,6874513,5129854,10101,6680943,6877900,6067883,854592,6902418,6261219,6328484,6918604,6093874,6826318,6698918,6210363,689592,6385622,6946587,5320884,5699212,6907024,6963325,6945556,6967301,6925190,6992845,6879755,6899595,6917755,5886797,6483282,6402658,5420693,2035678,7008217,6140007,6970664,5379586,6474942,6994740,6432628,5252450,6611143,6906874,6692601,6270614,6747830,6969756,6900175,6288000,6231473,6963456,5592308,1115497,6123561,6964984,6191207,6905648,6901297,6933220,5222731,6144778,6333474,6904312,6500323,6503355,5843426,6214136,6202849,5252731,5669215,6623348,6917793,6619697,5644630,6449211,105206,6898628,6198134,6975725,6758130,5484280,5089718,6588540,6893615,6490478,6877331
10340521,5980371,854592,6043048,5237718,689592,5157750,6261219,6067883,5699212,4686258,6874513,5320884,6877900,10101,5084212,6385622,6183654,6535408,1119393,6902418,6611143,5438736,6270614,6093874,6231473,5129854,5252731,6816271,6969756,6758130,6361836,5843426,5484280,6449211,6325068,6680943,6641400,5895617,6073974,6140007,6933220,5283107,6214136,146498,5718565,1115497,6280981,5581545,6884720,6478279,6785255,6918604,6917793,6929796,5420693,6328484,6877923,6162802,5692628,5295443,6386891,6486507,5202636,29826,6898473,5022089,5694812,6627263,6998222,5866221,6763823,6947688,6870087,5252450,105206,4460177,6402658,6168795,6641261,57731,6905648,6395090,6503355,6479432,5232892,6521763,2035678,6333461,6913559,6692601,4922544,6881247,5052290,6698918,4720495,6619697,5314113,5751963,6301038,6078267
10346937,6261219,6043048,5084212,5237718,5980371,6535408,854592,6183654,10101,689592,6877900,5438736,5157750,5129854,6874513,6067883,6611143,6140007,6449211,6641400,4686258,5718565,5895617,5699212,6093874,6073974,1115497,6385622,5484280,6969756,6902418,6816271,6231473,5320884,6270614,5252731,5692628,6214136,5420693,5379586,146498,6758130,5314113,6933220,6785255,6395090,5581545,6325068,6478279,6162802,6288000,6328484,6386891,6918604,5160877,5705345,105206,6680943,6917793,6361836,6900175,6432628,6596452,6402658,6992859,6899270,5232892,6280981,6884720,29826,6857418,6123561,6910285,4864343,5843426,5998112,5694812,6486507,6947688,6877923,5114639,3244161,5866221,67597,6492914,6301038,4738757,6937326,1271488,6879132,4720495,6641261,57731,2327012,6951087,5126450,6149143,5052290,1119393,5252450
10345585,6816052,6386891,6878872,6385622,5814122,6989399,6878321,4808898,5041028,7008007,6969723,5932661,2301360,6858294,7002607,6342208,6999836,5178679,6877900,6825384,6968197,5726589,6904160,6888959,5564091,6947615,6525860,6556092,6874071,6930557,6885898,5078012,6933192,6938750,6494747,35386,6902908,5860831,6243307,5084212,6183654,6945798,4755309,6043048,5157750,6917793,10101,6913510,689592,6976686,6067883,6526796,5288003,6535408,854592,6936599,5980371,5189823,6964488,5003005,6606388,6261219,5291325,5237718,5805312,7002177,7012080,6449211,6950091,143421,5438736,6874513,6969921,6228476,5549821,6773443,5718565,6902353,5129854,6641400,5895617,6857660,6026663,5417970,6144778,6914007,6441703,6932086,6073974,6969756,4105466,6140007,5416985,4686258,6473355,6901636,5252450,4226390,6927693,5484280
10351550,6566731,6915196,6803763,6917719,6163450,6925088,6739358,6324756,5162862,6765395,6975539,6510212,6688707,5796601,6968979,6976211,6915774,6803986,6592994,6872016,6808351,6205249,6997878,6912357,6888624,6962118,6755566,6012990,6937961,6983656,6947283,6806721,6989960,6939421,6953001,7012163,6901018,6845786,6314315,6482083,6919573,6701735,6969831,6956608,6881934,6929799,6905746,7006746,5852893,6941321,6687444,7012194,6511613,5531741,6793552,6984603,6354389,6952212,6399852,6976335,6682809,6436193,6782797,6919372,6593139,6893592,6940674,7005115,6961751,6689537,6096384,6781044,6732790,6940304,6939111,6988952,6859911,6972397,6821507,6995215,6577112,6684808,6973522,65135,6953780,6951037,7013998,6939703,6970562,5068153,6971027,6938618,6911062,6826982,6679465,6788812,6941940,6983102,6967214,7009832
10349492,6432710,5157750,6063045,5980371,6976140,6773205,7013709,5989886,5022089,5332961,5237718,6857528,6614013,6698918,6957014,6678020,6945405,6935854,6680943,6907641,6992368,6918604,6857418,6917744,5530138,6914180,6202849,6938219,4686258,206635,6972070,6706948,6953134,6432628,6945923,6183993,6818860,6983888,6714711,2035678,6874513,6692601,6936352,5835810,6508626,5582624,6899001,7011843,6532685,6984805,1119393,6841010,6768886,5699212,6899595,6850487,20219,6992107,6758130,6811175,5438736,6990039,6474942,6886500,6879125,6985852,6533693,5772047,6486779,6772211,109663,6745783,6938122,5922998,6922920,6901260,5320884,6043048,6980153,6943416,5772163,6884723,6902418,6898628,6913242,6931903,6945556,6996864,6541522,6866090,5295443,6270614,6263821,6892616,6946138,7011657,6885884,7000798,6198134,6471088
10346811,689592,854592,5084212,5980371,10101,6043048,6261219,6183654,6449211,6073974,6535408,6877900,5718565,5237718,4686258,6067883,5895617,6611143,5484280,6969756,6874513,5438736,6140007,6641400,6231473,5157750,6270614,5129854,146498,5699212,5692628,6385622,6902418,6478279,5320884,5581545,6325068,5252731,6816271,6758130,1115497,5420693,57731,6214136,6386891,5295443,6093874,6785255,5232892,5857198,6395090,6918604,6162802,6884720,6933220,4864343,6899270,6877923,3244161,5291325,6947688,6917793,5843426,6361836,5126450,6328484,2327012,5379586,5866221,6596452,774196,1119393,6492914,67597,5052290,6471796,6195278,5160877,5694812,1271488,6894986,29826,5705345,6641261,4940107,4889042,6951087,5007484,6910933,4962606,4720495,6937326,6486507,5252450,4738757,5885965,6900175,6832563,6301038,6902353
10346258,6870507,5806110,6798458,6987442,6678251,7000884,6788812,6726985,6645039,6917135,6951981,6999455,6250865,6255026,6947549,6956209,6328989,6975374,6976256,6773205,5437105,6976536,6997454,6162133,6892214,7001391,5053698,5566444,6780829,6983703,6922070,4686258,6737463,6912494,6932383,6970787,6902569,7010521,5114639,6901980,5910316,6924320,20219,6202849,6960795,6375122,6933230,6486841,6791576,6943127,6932161,6907887,6721924,6887094,6843226,6763367,6435563,6535048,6487594,6899112,6655740,6432532,6967087,6252993,6698073,6567607,6704189,6590603,6846470,6884065,6518949,2035678,6904495,6918604,6671218,5923041,6986739,6985503,7014069,6974703,5966356,6882699,6497031,7004884,6474942,6917936,5810805,6056165,6909401,6935403,6937312,5835810,6911653,5976505,6585979,7007611,6557646,6863677,6979105,6080872
10349889,5084212,6874513,6261219,6535408,5237718,6183654,6641400,5980371,854592,6877900,5438736,10101,689592,6043048,5157750,6067883,5129854,5699212,4686258,6385622,6449211,6611143,6758130,6270614,5895617,5718565,6140007,1115497,6093874,6902418,6231473,6969756,5484280,6386891,6073974,6361836,5420693,5283107,5320884,5252731,6492914,146498,1119393,6816271,6325068,5160877,6214136,6918604,5295443,5581545,6395090,6162802,6486507,6881247,5692628,6917793,6951087,6933220,6432628,6884720,6785255,6478279,5314113,5694812,6816052,6680943,5886797,5379586,5843426,29826,6878872,6898473,5232892,5857198,6688604,6402658,4940107,6328484,6923081,5866221,105206,6947688,6970664,5202636,6301038,6136816,4720495,6902353,6913559,5998112,67597,4889042,6684296,6280981,45660,6877923,7002177,4988894,5305557,4864343
10352093,689592,6449211,5718565,854592,5895617,6073974,6231473,5252731,146498,5157750,5692628,6067883,6611143,5484280,5581545,6270614,6140007,6183654,10101,6969756,6917793,5980371,6816271,5084212,6877923,6325068,5420693,6214136,6758130,1115497,6043048,6162802,6874513,2327012,5202636,5007484,5237718,6877900,6261219,1271488,5126450,6894986,6947688,6785255,4962606,5438736,5314113,6478279,6093874,4686258,6535408,6902418,6884720,6473355,5129854,29826,6395090,5295443,4804954,4720495,5539747,4864343,6641400,5699212,5843426,6832563,5857198,6301038,5291325,1119393,6684296,6471796,5866221,5232892,67597,6118301,5320884,6596452,105206,57731,6177780,6765844,4717189,6953503,4460177,6492914,6899270,5885965,6902353,6953455,5952791,6385622,3244161,6873269,5116656,6619697,6195278,4940107,6896696,6913559
10342741,5980371,6043048,689592,5084212,10101,6183654,6261219,854592,5237718,6877900,6449211,6535408,5718565,5895617,6067883,6073974,6874513,5157750,5438736,5129854,6611143,4686258,6140007,6641400,5484280,6969756,5699212,6231473,6902418,146498,5692628,6093874,6816271,1115497,6385622,5420693,5252731,5581545,5320884,6478279,6270614,6214136,6325068,6758130,5379586,6386891,6162802,5232892,6328484,6785255,6877923,6884720,6395090,5866221,6361836,6917793,6492914,5694812,2327012,5126450,67597,6937326,6933220,5843426,4864343,6947688,6596452,6951087,6918604,5314113,6684296,29826,1271488,5295443,4962606,6301038,6894986,4720495,6486507,1119393,5160877,5857198,5705345,57731,6902353,5007484,4940107,6471796,6816052,4804954,6123561,6432628,5283107,6899270,5052290,6402658,6136816,5075,6900175,6473355
10351937,6479940,4988894,6635578,1119716,6573287,5295443,6118301,5901831,6877058,4539137,6521763,5417340,1119393,6417530,5998921,6063400,5043814,6910295,5464911,55,5427156,6874590,6876705,6975203,6573685,6878825,6882618,6620540,4944589,5581545,5849982,5291325,5445430,6576998,4853256,5696279,6753212,6168795,6544459,6333461,16798,5252731,6273257,6947057,4743021,6970421,5857198,6991507,5990529,5786383,115065,5665073,5449225,4960578,6231183,5031900,5435862,6633995,5868703,5778657,6629852,6270614,6162802,689592,6028341,6758130,6900990,5166784,6499227,6919442,6231473,6242211,5505339,6873255,6112924,6500467,5448260,7001918,6706448,5027110,5802452,6243225,4962606,17696,5370359,6889028,5154276,5331465,6985455,5201673,5725016,6755217,6939296,6939511,4940107,5207591,6884081,1308665,6878788,6325068
